,tweets,user_name,location,geo
1210,Unmasked and Unhinged https://t.co/vKRTsvZV4n,jilevin,"San Jose, CA",
1211,I JUST WANNA BE ABLE TO TAKE MY KIDS TO THE PARK BUT NO FUCK US. LETS JUST HAVE FUCKING COVID AND CONTINUE TO SPREAD IT,Samantha__Dyal,Stank ass Florida,
1212,KSD announces that a student that attended the 7:00 commencement ceremony on Saturday has tested positive for COVID… https://t.co/MrOgL6V29C,1027FMRocks,"Kearney, MO",
1213,"Shunning masks, attacking his own key expert, pushing drugs that are useless, calling it a hoax, stating it will ‘d… https://t.co/8FDnKLopmt",EdnaWelthorpe2,,
1214,"Trump family endorses Covid doctor who believes in alien DNA, demon sperm, Hydroxychloroquine - NZ Herald  https://t.co/HqssSn0IFu",JoseLGuerra4,,
1215,@FearThisAndThat @realDonaldTrump Right! It is hard to find Covid patients,RobertBroadstr1,TEXAS,
1216,"@replouiegohmert Hey Louie, Say hello to Herman Cain when you get to the Covid-19 ward.   BTW:It looks like a barbell fell on your face.",fuggetaboutit99,"Pennsylvania, USA",
1217,Pelosi mandates masks in U.S. House after rep. tests positive for COVID-19 https://t.co/EHQhoFntEI,springfieldnews,"Springfield, Ohio",
1218,@JimboChambers11 I thought you were in line for a COVID test!,PhillipsOthell,"Gardendale, AL",
1219,@Avxnturador @cark_irl @this_vid Oh no COVID was just round 2 the aids have come back for round 3,BENTHEBEASTHEN,unknown,
1220,"@SenatorRomney Gov (I knew you from fb MA days) I know in your heart youre a good man who adores Ann, your boys, &amp;… https://t.co/CaJS6UIWqN",IntrsctnlFem,"Bronx, NY",
1221,@ElaineBargerst1 @RupaliChadhaMD @RealOmarNavarro Sorry are you attempting to argue from authority? That’s fallacio… https://t.co/IFOfPSEgiS,SwampWatching,,
1222,"3 Lloydminster restaurants likely exposed to COVID-19
A person was likely infectious with COVID-19 while attending… https://t.co/4ClGBZ6JM6",LittleDenene,,
1223,@GovLarryHogan You know another way not get covid? Diet and exercise. And a way to treat it? Hydroxychloroquine. https://t.co/jJEb9lm52J,MHDCBC,"Washington, DC",
1224,"150,000 Americans have died from Covid-19. Here's why that staggering loss of life can't be ignored

https://t.co/DQgBZHiigP",jb26354,Somewhere near Nashville,
1225,just released some fire with my homie ❤️ https://t.co/zFOv8mKnFN,thisiskoss,"Tampa, FL",
1226,BREAKING: Clark County public school superintendents are universally recommending students start the new school yea… https://t.co/z1vqtfaLx3,NewsFromCCT,"Vancouver, WA",
1227,@abq_united @abigail47848582 Did you even read your own article before sharing? “The most recent publicized federal… https://t.co/C8AN0EoW82,SayItAintSter,,
1228,"@joshtaIents @joshbeauchamp @joshbeauchamp a person very close to her died because of Covid-19, and she was very ba… https://t.co/uer73hZq4I",joshsreason,fan account ,
1229,"Australian startup investment continues to rise in 2020, despite COVID-19 | Read more... https://t.co/CJuTPTJMfI… https://t.co/lzc7isVYuM",AustCyberSecMag,,
1230,@JGrahamWheeler @edburmila @Stonekettle Brawndo - it’s the COVID-19 mutilator!,ritterbooter,Warm part of Montana ,
1231,@JamesTorrens @cyclingseen @tubes33 @GMillerTSN @SeekingHealth The worldwide death rate right now from COVID-19 is… https://t.co/q3PHXQHvG3,DamageMean,Canada,
1232,wait do americans have to pay for a covid test??,fullsunnana,🌱💜 | she/her,
1233,@Al_Buckler @GaryNunn1 Yeah I launched my debut ‘Please Don’t Hug Me’ (aptly titled for covid times) with a Zoom ev… https://t.co/kq3UzKxn5j,kaymariek,"Sunshine Coast, Queensland",
1234,@RockNRollRaptor If I ever get covid I'll go to the station and start hacking on everything in my path,BeorthW,the hood,
1235,@ThePaulShellyJr @RepGregPence @DonaldJTrumpJr @realDonaldTrump Covid and Democrat governors did that. Nice try. 🙄,ProudAmericanle,,
1236,"Make It Stop -
Madonna Endorses Trump’s ‘Demon Sperm’ COVID Doctor Stella Immanuel
https://t.co/UNZWjTlbuI https://t.co/fqQAnf8Iwa",pdxprogressiveX,"Portland, OR",
1237,The development of a surveillance/police state in the name of safety from Covid—and the societal response to it—is… https://t.co/qqmkt4Fs0v,SteeleDaddy,The great state of Being,
1238,"@ChrisKeall @ClintVSmith ""National MP Hamish Walker sent private Covid-19 details because his judgment was impaired… https://t.co/2ccKtOPq6b",HarrietParson14,New Zealand ,
1239,@TheRealOJ32 Let's kill covid together juice,ArtofASOIAF,Valyria ,
1240,"‘I never thought this could be me,’ says local SWAT commander who survived COVID-19 https://t.co/FjhsIUeSdA 

IT DID!",KimberlyStarne7,Somewhere in Texas.,
1241,"Okay, What? Mysterious, Unsolicited Packages Of Strange Seeds Being Received In Mail Across The Country?  Don’t we… https://t.co/N6O0dspF8r",epiph0106,,
1242,"CORONAVIRUS LATEST: https://t.co/YOwC4ssSdv
— Florida and Texas see deadliest days since start of pandemic.
— New J… https://t.co/YesJkjZnuI",ABCWorldNews,New York,
1243,@susanamaria811 @cousy_dj @drsimonegold @zev_dr They also want to keep us in fear so they can keep the economy in t… https://t.co/entR7q3llB,RealBenCarlisle,"Buffalo, NY",
1244,damn a employee from low country caught covid 😣,belikemaddiee,"Chicago, IL",
1245,Phillies expected to play Yankees next week instead of Marlins https://t.co/DxCxzvd52H,PhillyInquirer,"Philadelphia, PA",
1246,COVID would be easier to deal with if we still had Vin Scully calling Dodgers games.,Morales,"Richmond, VA",
1247,"@realDonaldTrump JUST IN: More than 150,000 people have died in the United States from coronavirus, according to th… https://t.co/98zWMMmmMX",angweiss,Here there and everywhere,
1248,I’ve been mostly silent about Covid but it’s very frightening. Lot of cases here. The situation seems out of control,cliff_cannon,oz,
1249,"OMG 😷

1.7% of Los Angeles County has now had COVID. 1.7% since the beginning of March. 1.7% in over 120 days. 1.7%… https://t.co/PfkgzMnp7r",bradlybuck7,"Los Angeles, CA",
1250,Eric Hosmer out again with non covid related illness. This is the 3rd time since Friday. #padres,aedmondstv,"San Diego, CA",
1251,"Hot out there, and hot in here ☀️🔥🌶🔥

ALT. CAPTION: Testing out my hypothesis for my research paper ""Do Jalapenos K… https://t.co/t2v1vkFsnW",KgGloyne,Oklahoma,
1252,Sounds like a super villain... Batman vs. Congressman Covid! https://t.co/7MbwDydBMZ,DamonTarver,San Jose CA,
1253,"Damn @CityofWS - ONE HUNDRED AND SIX EVICTION HEARINGS SCHEDULED ON MONDAY.
Considering your anemic response to COV… https://t.co/1Z8tqagk0I",LipstikActivist,OPSEC Fools,
1254,"@denniallen @ProfJoeonline @ProfJoeonline is thankfully speaking up for our elderly and vulnerable!

 Federal LNP w… https://t.co/gfvqcCg3mR",Eli111111111,Australia,
1255,"What taxes do you owe for your COVID-19 Benefits?
https://t.co/8uARkKOeqG https://t.co/csMTr6bydZ",proliteracyCa,"Toronto, Ontario",
1256,School closure was associated with a significant decline in both incidence of COVID-19 and mortality https://t.co/W8lU6JLF3S,HaynamNation,"Richfield, OH",
1257,"@JamesTodaroMD Omg i am so freakn angry. As a nurse working with covid patients, I am sick to my stomach over this,… https://t.co/UKSZJA1G3T",Megsn67578763,,
1258,"@Ez4u2say_Janis Mishandling one's mask can in fact increase your chances of getting Covid.
(That was in fact one of… https://t.co/MhCDMKYqZ2",BernardoVerda,Canada,
1259,"@gosamanthaa Name a time and a place, these hands would be international if the US handled the COVID crisis properl… https://t.co/dW2H5FqpGN",LukeBanta_,"Buffalo, NY",
1260,@ScottMorrisonMP Yet your trying to open the West Australian boarders up to allow the covid  back in - your such  hypocrite,LaurajaneLj,Australia,
1261,"@realBenIngram @nytimes so if you have covid and get pneumonia and die, you still died from covid bc without the co… https://t.co/XVEL41qV7V",callalill,,
1262,"@RepGalonski No fans in stadiums or venues for HS. Kids need some sort of outlet. My two cents, I’m not an expert on Covid 19.",mikeeberhart21,"Barberton, OH",
1263,"As if the pandemic weren't terrifying enough, along comes Rob Savage to mine some inventive, old-school horror from… https://t.co/ZDzSLdF3U8",clintworthing,"Chicago, IL",
1264,The cities in which the largest share of small businesses experienced revenue loss had the lowest share of small bu… https://t.co/1Vj9BF0kz4,BrookingsMetro,,
1265,This year is a NIGHTMARE. At last seeing a psychologist. So much denial. I'm pathetic. Been having anxiety attacks… https://t.co/TtOqK8alLp,marygarden,Sunshine Coast hinterland,
1266,"@CecilHurt Stick to covid and budget reports, Cecil. 🤣",travisnewby,,
1267,@WhiteHouse @realDonaldTrump @PeterNavarro45 @AdamUSDFC BS!  He has been dividing the country since day one! He has… https://t.co/kJc38wvCrM,LalaLesleyF,Canada and America,
1268,Are there @Yelp reviews of COVID testing sites in terms of testing accuracy and speed?,DyHrdMET,"NJ, USA",
1269,Today’s word: _sanguine_. I was trying to conjure this word to describe a COVID mood to @mariekehardy and it fell o… https://t.co/vQ7H9KpB23,zoo_ruler,Melbourne.VIC.AU.Edité-Frignim,
1270,"#CoronaInfoCH #COVID19 #corona #canada 
Young people behind spike in CO...
https://t.co/RyWYBb21lY",covidnewsCH,Switzerland,
1271,Do we need to make videos of covid victims falling from burning buildings? Will that make people care?,deadwisdom,"Chicago, IL",
1272,"At tomorrow's Cupertino-Sunnyvale District Virtual Tour Meeting, Moise Nahouraii, broker owner of Referral Realty i… https://t.co/ezUZJ2Eags",silvarrealtors,"10040 Bubb Road, Cupertino, CA",
1273,"@GOPLeader Where are our tests?

Asking for a country.

Amazing you have NOTHING better to do but sit around and bi… https://t.co/V5tho6qzPl",Not_Exonerated,"Providence, RI",
1274,@dpakman Covid and Carona. Two awful diseases with the same RNA.,carla1968b,Ohio ,
1275,@1conservative @realDonaldTrump @AirForceOne_HQ @FoxNews Me neither. I’m hoping it was a trap and he gets thrown un… https://t.co/fpYGNFzhr7,Cheri_Kentucky,,
1276,The La Crosse County Health Department has been informing the public on COVID-19 for months now. One tool they use… https://t.co/XWFgf5sqjR,WEAU13News,"Eau Claire, WI",
1277,@GutInstinct1776 @tracybeanz They are actually calling the doctors and asking why this medication is being prescrib… https://t.co/sBf2ABnY15,lindy0208,,
1278,"@IowaRegents I don't want to tell you how to do your jobs, but you got a guy running one of your universities who t… https://t.co/VvMMmVU5LN",Ditchwalk,,
1279,This decision has been made in consultation with scientific and medical experts with the goal of delivering our qua… https://t.co/I96kKjr1yt,NAUPresident,"Flagstaff, AZ",
1280,"@SoulFromSeoul_ Wait...😕 
If Covid-19 isn't real then why is the US going not going to be around soon? What's going to happen to it? 😕",cool_mom_2_,New Jersey,
1281,"More children testing positive for COVID-19, spikes more than 100% in some parts of west Tennessee https://t.co/HrDTuVSkMu via @localmemphis",EndGameWW3,America,
1282,VOLUNTEERS NEEDED: Blair County officials say contact tracing is a key step in limiting the spread of COVID-19. The… https://t.co/pSB6fAZx5q,WJACTV,West-Central Pennsylvania,
1283,The first dog to test positive for coronavirus in the U.S. has died via @natgeo https://t.co/tTCfKlYdE9,SuzanneinLGB,So Cal,
1284,@dlime6 @liz42936678 @BuckSexton @realDonaldTrump @TheDemocrats It speaks of the difficulties that physicians had i… https://t.co/09a9dOtaiH,stretchmac85,,
1285,Covid free!!! #FuckYouCovid #StillWearAMask #Covid19 https://t.co/3Y0Dj7kv7G,MURDAG713,,
1286,"""WE NEED YOUR HELP"" - Brave Frontline COVID Doc Stella Immanuel Asks Patients Who Have Been Cured by HCQ to Speak U… https://t.co/yFmdxrsXsd",StevenBoone2007,"Milford, OH",
1287,"@SteveSchmidtSES @SenatorCollins Yes, answer these questions!! 
I think you should answer them. Is Trump fit to be… https://t.co/ykYs1zgFIj",Pamela_Wa,"Seattle, WA",
1288,"For backdrop, I was one of about 200 examinees in the Exposition Center at the North Carolina State Fairgrounds. Co… https://t.co/2hPnpG3DX0",COVIDNCBarExam,,
1289,@Female_Ren Since plussyKnight’s death I been donating money to Charity for COVID  I don’t want anyone died to COVID-19.,Makoto33280131,,
1290,This is one thing that Moscow Mitch has said that makes sense to me: there is no reason that a COVID-19 bill should… https://t.co/nzL3fNoZgD,idrealist1,,
1291,And just to let y’all know I’m stacking all covid but when it’s done u niggaz gotta see me,moneybagboro,,
1292,@RickCalifornia1 This was months ago pre Covid.,johnnymags,United States,
1293,This is the only proof you need to know the @GOP are intentionally genociding/murdering the elderly and their weapo… https://t.co/zzLpUXVBDt,REMOVEGOP,,
1294,"Guys -- I finally found the ""whiny"" email I sent requesting an interview with Alberta's Health Minister early in th… https://t.co/EdqfPjcs84",JenLeeCBC,"Calgary, Alberta",
1295,"@snigskitchen Quoted as saying he'd wear a mask after catching covid, being on a par with sleeping around and weari… https://t.co/i2BK7Cypsp",daveGTarmitage,"Newmarket, England",
1296,i just dont understand how they have us pushing covid pt’s with no full PPE besides a mask &amp; face shield &amp; no hazard pay 🥴🥴 whaaattttt,vmariah20,"Florida, USA",
1297,"COVID TODAY - Total alleged cases - 1.3% of the US population, over 90% asymptomatic - alleged COVID deaths includi… https://t.co/8sugTzwSMF",JBWilliams4,"Cheyenne, WY",
1298,"@RobertArnol On his tombstone - Herein lies Congressman COVID aka Louie Gohmert

S/o to Kevin McCarthy for an awesome nickname",SiennaSnow43,,
1299,"Idaho State football's dance through the raindrops ended Wednesday, with COVID-19 forcing the first change to the B… https://t.co/M0daocNVYp",AndrewH202,202 and points west,
1300,"10/ SOURCES:

Assumption #3:  T-Cells/Cross Immunity
https://t.co/mILTeCKYiu

Assumption #5:  Asymptomatics are 10x… https://t.co/FAhiCYBgt9",co_hurricane,,
1301,"@opinion_joe As horrific as school shootings are they haven't killed nearly as many as COVID.

If school shooters k… https://t.co/nVJs9OT7qw",bwreed,"Boston, MA",
1302,@jacksfilms COVID-20 release date announced! #YIAYnews,RoyBlunt1924,Northern Michigan,
1303,"Poll: Trump approval rating dips amid surging COVID-19 cases, deaths https://t.co/RAr7QfawYc It makes me wonder how… https://t.co/ugGzk2GQ0F",dnbct203,,
1304,"Open SmartNews to read 'U.S. coronavirus deaths top 150,000, highest toll worldwide' here: https://t.co/meEOL7SZx8… https://t.co/xMnlZIxGro",GRevmgbrown4,"Washington, DC.",
1305,"After years of taking a wrecking ball to the country, betraying the American people, &amp; failing on COVID, Trump has… https://t.co/S8uW4A0AeF",rrudominer,"Washington, DC",
1306,Another important part is there is a 30-page document of what will be 2020 COVID-19 Considerations for football. It… https://t.co/1yMKbbwPOq,FlaHSFootball,"Gainesville, FL",
1307,@jdanbishop Hey dr dan. Long term effects of COVID? Heart damage?  Sorry not going to take medical advice from… https://t.co/znnm62gRva,VinceNatale,,
1308,@SpotdogWright @KimPKAG2020 Sent people with higher risk to covid out to riot... democrats.,TinfoilTricorn,"Valley Forge, PA",
1309,"@kylebanderson @drjcm @GovMikeDeWine @FC_PublicHealth Franklin County COVID Deaths by Age
0-19 : 0 deaths
20-29: 1… https://t.co/LDUFSV8VJQ",randomp02815063,,
1310,"@jeremynewberger @realDonaldTrump Man who thinks windmills cause cancer, suggested bleach cures Covid, confused Nep… https://t.co/pDh3QTFPOG",jelle_simons,New York City,
1311,"How COVID-19 has evolved the fuck boy
PreCovid: U Up? texts at 4 AM on Sat
Quarantine: *radio silence*
Still COVID… https://t.co/4X4TYSi6Ql",DreaTheExotic,"Chicago, IL",
1312,"@DumondVince No, Gohmert is just refusing to admit he caught COVID from a demon during dream demon intercourse as D… https://t.co/QcgLXiRX4i",HansNilssen1,,
1313,@wilken @JoyceCarolOates @StephenKing Quit being a parrot. https://t.co/LslA2Iix7Q,geegeeking49,,
1314,@GOPLeader Covid McCarthy babbles again. #traitor,Vesimer1,"Asheville, NC",
1315,Can a wearable device tell you if you have Covid-19? @joannastern strapped six to her body to find out. https://t.co/VVdR2En9qy,ArtsySF,"San Francisco, CA",
1316,My family keeps shrinking more and more. We lost a cousin a few days ago and Found out another family member was i… https://t.co/2AfCNcpl7v,jvitale97,"Marlboro, NJ",
1317,centralized. Covid-19 paralyzed the economy because the center is Metro Manila. If there were developed regional hu… https://t.co/9VtjRvx8Ls,marortoll,"Tanay, Calabarzon",
1318,"COVID-19: Early in our encounter with it, medical professionals depended on past COVID information. Recognize that… https://t.co/iVg3Y3NwQi",hmagee64,USA,
1319,"Open SmartNews to read 'U.S. coronavirus deaths top 150,000, highest toll worldwide' here: https://t.co/fE7aMRaRu7… https://t.co/OTtq1WUS55",GRevmgbrown4,"Washington, DC.",
1320,"Censorship in America as American Frontline Doctors Support Covid 19 Treatment w/Hydroxichloroquine, zinc &amp; Zithromax",thoreauback,GA,
1321,"for the past two months have been on recovery mode, and thankfully my strength is increasing on my left arm, but st… https://t.co/lWZ9s6muPb",SimplySurprisin,"Brisbane, Australia",
1322,Not so fair assessment. Chanco should mention the overpriced barangay health centers during the Aquino administrati… https://t.co/7otV1vUpPb,marortoll,"Tanay, Calabarzon",
1323,@TerraSpencer Lawton's COVID chips are the best and it's best to stock up while they're available. And we all know… https://t.co/U7LA2s1Y8F,mxhdroom,"Nova Scotia, Canada",
1324,Jordan Binnington is the human embodiment of Covid-19.,colelikeshockey,Texas,
1325,@JeffSkversky @6abc 12 cutouts have already tested positive for covid,JohnDiCola,"Aldan, PA",
1326,"GRAPEVINE report (Ch9 Today ""News Alert"" @ 9am)
 
...Vic Covid stats for today...
over 700 new cases 13 deaths.....… https://t.co/VsjzRmuXka",NanaLeanne57,"Cranbourne, Melbourne",
1327,@Twitter Can we send COVID-19 ?,Niederbayernfan,"Straubing-Bogen, Bayern",
1328,@MinuteClinic @CVSHealth @cvspharmacy covid testing is a joke. No results yet after 15 days though the site says 6… https://t.co/gp9TCpaL0S,HemantSurana10,,
1329,"""Mask-shunning lawmaker catches Covid-19"" HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA I love it. Enjoy your hoax illness… https://t.co/2ExXR7EKUl",hello_already,,
1330,@mikeda71 I’m assuming because of concerns about COVID-19,elliefrenchTV,"Meridian, MS",
1331,"@thekjohnston Meeting with Dr. Stella Immanuel, maybe. Briefing on alien DNA and 
secret Covid cures.",SiegfredoBB,"Lives in Surrey, BC Canada",
1332,i’m kinda struggling to breath and idk if i’m having a panic attack or COVID is going to kill me off https://t.co/rFc3LQRoJb,FWNKAT,she/her ⚥,
1333,"FILE UNDER: Come Again
Trump Doubles Down on Demon Sperm Doc https://t.co/lTAvJRKlbD via @thedailybeast",yoURDATAisyours,"Davis, CA",
1334,Did you know that there hasn't been 1 #COVID__19 case in the entire WORLD where a child passed the virus to an adul… https://t.co/pxZAojNTXM,TellYourMama17,,
1335,"@sweetsereniteee @Varneyco @realDonaldTrump @ErinMPerrine Yes, one man died in an accident only to get covid on his… https://t.co/AwivPEJkBt",GeraldineLewis,United States,
1336,@MiaFarrow And get COVID-19 for free. Priceless!,jimbobfrank1948,Blue in Tennessee,
1337,Well my Covid Test came back Negative. When you go out in Public please wear your Mask. https://t.co/zzmgRy4CA4,FlawlessCowboy4,,
1338,Here’s a clip from my conversation with @billybinion from @reason about Governor Andrew Cuomo’s response to COVID-1… https://t.co/74bCvqZSwn,MLiamCollum,"Montana, USA",
1339,@joshjamiso @moneyymaya There is that and then the parents rush to the hospital finding out that on Day 3 of back t… https://t.co/qonh8uozmm,godfist314,"North Carolina, USA",
1340,"The key to defeating COVID-19 already exists. We need to start using it, Obama took it in 2009 with the H1N1 crises… https://t.co/OiXu5OBFVM",KeoniHawaii,,
1341,@BCdee97 Argument in favor of granting the waiver - increased drama when BC/ND play each other and increased TV rev… https://t.co/DZ4ZuwLvpF,djruemenapp,"Boston, MA",
1342,@realDonaldTrump The Texas you encouraged to open early to appease your base that got hit by massive COVID cases?  That TEXAS?,TPontiki,World,
1343,"If COVID-19 is a hoax, then how does Hydroxychloroquine cure something that doesn’t exist? 

Round and round and round she goes...",onceahaggerty,"Mount Pleasant, MI",
1344,How another video of COVID-19 misinformation went viral on Facebook https://t.co/moMj5BbU0J,1969Maurice,"Santa Barbara, CA",
1345,I mean all of us Wisconsinites (due to the Republican-controlled legislature's and supreme court's playing politics… https://t.co/KvrNnWMFzK,philosopher70,"Milwaukee, WI",
1346,Kids aren’t immune to covid 👇🏼 be watchful of signs and symptoms of MIS-c after initial covid exposure https://t.co/UdJwczYo0z,marisacarls,,
1347,"@drsimonegold Dr. Gold I live in southern Oregon,  we are made to wear face masks, social distancing etc. What I do… https://t.co/UbWqV2mc5A",cheryl_kosmerl,,
1348,VERY IMPORTANT READ! https://t.co/d8kIz6E8p4,packerfan1564,,
1349,@mikeandersonsr @realDonaldTrump @RandPaul @HHSGov @US_FDA @cvspharmacy @Walgreens @OANN @newsmax @ChanelRion… https://t.co/JbEYRgHmgN,Jamie98992675,,
1350,"If you see something that's too positive or negative to be true, don't believe it.

I myself was led to believe thi… https://t.co/PiWtN9IkCK",VirtuaProcessor,,
1351,"@therecount .
Kevin McCarthy sounds here like he just learned that people can have and spread Covid without any sym… https://t.co/Nq8PsS00cK",CenterBeautiful,United States,
1352,"I feel very detached from my fellow humans. I would not have predicted that sports, including children’s sports, wo… https://t.co/HxOPfy6zLu",marick,"Champaign, IL, USA",
1353,Doctors behind viral COVID-19 misinformation video met with Vice President Pence https://t.co/SqUcj6GR1A,HypnoHero,,
1354,@CharlieGileNBC Amazing. I've been wearing a mask for 4 months and no Covid-19.,jamlxw,"New York, NY",
1355,"@suryapsingh_IAS Dear sir,I follow ur each &amp; every tweet.Also admire ur concern towards society.ur grief is genuine… https://t.co/770ffnmpzz",matloob_1981,,
1356,I miss playing D&amp;D so much. We're trying to get our Vamp Larp set up for a virtual game this saturday and God. I wa… https://t.co/rLjWh1Abhu,flamingo_md,,
1357,@AnnastaciaMP @reblev 1. The behaviour of avoiding quarantine and it's cost is easily predictable and the risks to… https://t.co/0wuOOYHckk,thegroovylamps,,
1358,@SmythRadio Some have no choice but 2take children to buy food. Most children won’t wear a mask. My child won’t. My… https://t.co/oYdUfql3fc,rlevan10,United States,
1359,"@therecount OMG!!!🤣😂😅🤣😂😅🤪! I am dieing over here. Congressman COVID, from his own team.  I swear the GOP will end u… https://t.co/oS0ZkHLdDp",Khanjae4,Lower Alabama,
1360,Least do y’all know in these restaurants y’all do a lot of cross contamination!!! So all this shit y’all claim y’al… https://t.co/sgQThz2dWT,_Naeshia,MB✈️CLT📍,
1361,@tedlieu @realDonaldTrump Wearing a sterile mask is vital Symptoms of COVID 6 to 12 days after exposure and the pos… https://t.co/CCIl2EgZKY,pattirod55,USA,
1362,"Y’all I just DM’d this boy saying “if corona doesn’t take you out, can I ???”  and went to creep on his TikTok and… https://t.co/JzJNMbOkYC",arualgirll,"San Diego, CA",
1363,"Covid-19 privacy leak was 'deliberate and politically motivated', SSC inquiry finds https://t.co/D4wKfgpiKg",shimmo23,"Christchurch City, New Zealand",
1364,@1RealTruthHurts @kkernttb @jbook37 We have drugs to treat COVID .. the Democrats just want to make sure they aren’… https://t.co/xhio21Lm87,sportsguyy19,,
1365,"I have ZERO empathy for @replouiegohmert, who’s blaming his MASKS for his contracting COVID. What a dangerous, irre… https://t.co/N7UJTaL1GE",WhatAnnoysMe,"Annapolis area, MD",
1366,"Gurugram chemist nabbed for providing Covid drug to Iraqi smugglers
 #Coviddrug #Gurugramchemist #Iraqismugglers https://t.co/igdxcklamw",DHealthMaster,"नई दिल्ली, भारत",
1367,"#ItWasNeverJacobZuma

Yall really dumb

It was zuma and ANC

Now its Ramaphosa and ANC

The problem is the ANC and… https://t.co/0VS5gRKtcQ",Ntshieng17,,
1368,@DonaldJTrumpJr When do the covid Barbies come out?,JustADadOkla,"Broken Arrow, OK",
1369,@SWMedFoundation @BillDauerNeuro @UTSW_CDRC It is time to investigate the NIH/CDC/WHO for colluding to prevent the… https://t.co/Bg3hVnF8jQ,randysmiller1,,
1370,maybe I need to hold off on making this covid-rash decision.,RJ_Howes,Australian Hidradenitis Suppurativa Existential Abyss,
1371,Hosmer has been scratched with a non covid illness tonight. Here is the updated lineup 👇#FriarFaithful… https://t.co/BqrKhsPgtB,973TheFanSD,"San Diego, CA",
1372,@NerdMikey @gabby233 @GovTimWalz People drive drunk all the time. Mostly they get how safe and don’t get caught. No… https://t.co/ljzlqZIwgh,GesellchenMike,"Rogers, MN",
1373,"Australian PM's department refuses to release Covid-19 commission documents
https://t.co/RgN0AWUG4p",PerthWAustralia,"Perth, Western Australia",
1374,"hey @realDonaldTrump - You support these crazy beliefs???? 
After Taking Down Her COVID Video, Dr. Stella Immanuel… https://t.co/gASbF7So0W",annafreud1895,"Colorado, USA",
1375,"Dont ever book anything through @priceline , if you have an issue,  like the #COVID__19 restrictions,  they wont re… https://t.co/JOI5h18nTt",HngOver,"San Diego, CA ",
1376,"This has to stop, scientists &amp; doctors know that hydroxychloroquine, Zink &amp; Zithromax work to cure COVID-19 yet the… https://t.co/fAXMOMuGRQ",FancyAunt,United States,
1377,@realDonaldTrump Thank you Donald for eliminating all low-income and people not living your Rich wealthy friends  v… https://t.co/advBX1y6Df,JosephGibel,"Charleroi, PA",
1378,India’s use of convalescent serum for COVID treatment is cost reflective and shows some psorivie results.,Nanakay_nk,"Pennsylvania, USA",
1379,@bobsmit46280566 @JoeKinseyexp Chappelle is funding COVID testing for everyone that comes into town for the shows. Testing every 4 days,BobbyHackney,"Dayton, OH",
1380,"Prayers and condolences to the family 🙏

https://t.co/9KMHlM2Aqp",Gabewritesports,"Miami, FL",
1381,@NBCNews Maybe Fauci should talk to s Korea.  https://t.co/T3whWmMmjp,Auggybendoggy,,
1382,"@mmpadellan @realDonaldTrump Man who thinks windmills cause cancer, suggested bleach cures Covid, confused Nepal an… https://t.co/DxiNxA0m9j",jelle_simons,New York City,
1383,"Public health officials announce 41 new cases of COVID-19 in B.C. today. 

https://t.co/BzWPyyhXaR",PiqueNews,"Whistler, BC",
1384,"#covid19 #trump #nursinghomes
ABC News Prime: US COVID-19 death toll tops 150k; Protecting nursing homes, Roller sk… https://t.co/HyRYMvr74o",unknown459856,,
1385,Spike of cases in Oakland and this is one of the main reasons for it.... https://t.co/qZeFbwVmPU,Dudas_Priest,USA,
1386,"Well it WOULD explain the Trump Family.
#DemonSperm
Trump Doubles Down on Demon Sperm Doc https://t.co/Ip5Y6n854G via @thedailybeast",ElNoPower,Earth🌎,
1387,@BigJessT The main reason for conference only scheduling is so that everyone is on the same page so far as Covid pr… https://t.co/ycWcpmWety,MGrayBham56,"Alabama, USA",
1388,In Campus Morning Mail for Thursday. UNE “not heading in a positive direction” says VC. Uni Wollongong staff endors… https://t.co/12Ups7Gba6,SRMatchett,Australia,
1389,@TomFitton @replouiegohmert I'm not sure how many times and how slowly it needs to be said for you people to get it… https://t.co/UMY1tj1mWr,Tisairi,,
1390,@urcum62 @yaneerbaryam Yes Mehmet due to Covid it is online. I've had a blast.  It has been a fantastic experience… https://t.co/HVgSre62Gm,AlphaAdder,TEXAS,
1391,"@onebigham @NeoDubZero @winesanddines @XexinKansichi @aprilsaldivar7 @SenSanders Yes because UI is forever.

So pay… https://t.co/2tmzCGseek",SirPennypacker,Downtown,
1392,"@sgallman .@realDonaldTrump, meanwhile, will be too busy promoting
racism, birtherism, covid conspiracies, fascist… https://t.co/2KuReRh9py",cumberickman,,
1393,G7 High-Level Transportation Principles in Response to COVID-19 https://t.co/4DqT9kPxRo,PoliticiansPost,,
1394,@Young_Treean @mvpwiggins Half the deaths are also made up. Someone dies from a car crash who happened to have covi… https://t.co/kdlajYPtCx,von_tann,,
1395,covid was a super superior way for me to be antisocial for months but im about ready to get back to normal,haleasierra,"LaGrange, GA",
1396,"Day two (as I experienced it) was pretty much as described above, but with safety/distancing much more relaxed. Fel… https://t.co/YaMoAN6Rzb",alittleleader,"Chapel Hill, NC",
1397,Landlocked Botswana Truck Drivers Face COVID-19 Dilemma: The southern African country relies on neighboring South A… https://t.co/VSnKQY8UCJ,UpfrontAfrica,Washington D.C,
1398,"@Breaking911 If the members have recently had a covid test come back negative, why?",Photon2009,"Arizona, USA",
1399,Im low key scared asf to go get this COVID-19,DasherLee,"Folkston, GA",
